,Amount.Requested,Amount.Funded.By.Investors,Interest.Rate,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,State,Home.Ownership,Monthly.Income,FICO.Range,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Employment.Length,FICO.Score
35719,7000,7000.0,0.079,36,debt_consolidation,12.61%,VA,MORTGAGE,6250.0,720-724,13.0,19848.0,0.0,10+ years,720
102294,20000,16755.89,0.145,36,debt_consolidation,25.40%,MN,MORTGAGE,6916.67,715-719,10.0,26938.0,0.0,10+ years,715
22561,7000,7000.0,0.0692,36,debt_consolidation,17.15%,CA,RENT,4583.33,735-739,13.0,6897.0,0.0,5 years,735
7816,20000,19900.0,0.1025,36,debt_consolidation,17.51%,DE,MORTGAGE,7833.33,760-764,14.0,49898.0,0.0,5 years,760
47745,6000,6000.0,0.079,36,major_purchase,20.13%,PA,MORTGAGE,7750.0,725-729,16.0,7533.0,1.0,8 years,725
21458,14000,14000.0,0.0766,36,major_purchase,10.68%,FL,MORTGAGE,21666.67,735-739,14.0,13850.0,3.0,1 year,735
62166,30000,30000.0,0.1905,36,debt_consolidation,14.77%,CO,MORTGAGE,9166.67,685-689,20.0,22299.0,1.0,< 1 year,685
42655,18225,18200.0,0.17579999999999998,36,debt_consolidation,24.64%,TX,MORTGAGE,5000.0,660-664,12.0,16398.0,2.0,7 years,660
19255,12000,12000.0,0.0729,36,other,16.15%,VA,MORTGAGE,11667.0,720-724,9.0,113671.0,0.0,4 years,720
51684,10000,10000.0,0.12119999999999999,36,debt_consolidation,12.99%,CA,MORTGAGE,5833.33,690-694,8.0,13885.0,0.0,6 years,690
22667,16300,16275.0,0.1491,36,credit_card,24.17%,FL,MORTGAGE,5222.0,675-679,11.0,40988.0,1.0,10+ years,675
587,11000,2116.76,0.1387,36,debt_consolidation,20.93%,NY,OWN,4167.0,670-674,14.0,17436.0,0.0,2 years,670
13863,25000,20850.0,0.1558,60,small_business,0.60%,CA,MORTGAGE,5666.67,785-789,2.0,0.0,4.0,10+ years,785
89627,24000,24000.0,0.12119999999999999,36,debt_consolidation,29.01%,MD,MORTGAGE,7500.0,670-674,12.0,14804.0,1.0,< 1 year,670
32044,6000,6000.0,0.07490000000000001,36,major_purchase,8.81%,NY,OWN,2462.75,715-719,11.0,8644.0,0.0,2 years,715
25141,10000,9975.0,0.1149,60,debt_consolidation,22.69%,NV,MORTGAGE,5623.33,765-769,11.0,26898.0,1.0,10+ years,765
65250,2000,2000.0,0.08900000000000001,36,car,23.70%,MI,OWN,3000.0,730-734,5.0,2117.0,1.0,10+ years,730
87148,6625,6600.0,0.1114,36,credit_card,10.12%,PA,OWN,1916.67,690-694,10.0,5449.0,0.0,n/a,690
102167,20000,6350.01,0.1671,36,debt_consolidation,20.83%,NY,RENT,5333.33,660-664,11.0,11881.0,4.0,1 year,660
3630,12000,11925.0,0.09630000000000001,36,other,9.12%,WA,MORTGAGE,6250.0,745-749,8.0,5212.0,2.0,1 year,745
20690,4200,4200.0,0.0729,36,debt_consolidation,6.58%,IL,RENT,5133.33,765-769,4.0,5475.0,1.0,4 years,765
103394,6950,6875.0,0.1311,36,other,12.51%,TX,MORTGAGE,7916.67,715-719,5.0,1593.0,4.0,10+ years,715
32875,6000,6000.0,0.0751,36,major_purchase,4.74%,IL,MORTGAGE,10916.0,765-769,18.0,6317.0,4.0,6 years,765
29116,8400,8400.0,0.1099,36,debt_consolidation,24.85%,CA,MORTGAGE,7583.0,700-704,9.0,342.0,0.0,< 1 year,700
14340,5000,5000.0,0.0788,36,home_improvement,16.61%,NJ,MORTGAGE,5833.33,725-729,18.0,19771.0,2.0,10+ years,725
82457,4750,4750.0,0.1016,36,credit_card,32.49%,MO,MORTGAGE,3500.0,695-699,15.0,36512.0,0.0,10+ years,695
12895,15000,14925.0,0.1075,60,moving,17.55%,NY,RENT,5761.0,785-789,12.0,2691.0,2.0,10+ years,785
98544,12000,12000.0,0.1629,36,home_improvement,5.07%,WI,MORTGAGE,2916.67,670-674,13.0,10360.0,2.0,5 years,670
1324,4000,0.0,0.0768,36,other,10.74%,GA,RENT,3417.0,790-794,11.0,2775.0,3.0,1 year,790
16593,12800,12700.0,0.1261,60,debt_consolidation,9.02%,FL,RENT,5166.67,725-729,7.0,7942.0,0.0,5 years,725
36466,12000,11950.0,0.08900000000000001,60,car,9.75%,CA,MORTGAGE,9866.0,795-799,9.0,2787.0,0.0,4 years,795
37814,9425,9425.0,0.1349,36,credit_card,15.71%,CA,RENT,3750.0,670-674,12.0,15116.0,0.0,8 years,670
43682,28000,28000.0,0.1242,36,debt_consolidation,2.98%,NY,MORTGAGE,27083.33,730-734,5.0,12888.0,1.0,5 years,730
70424,30000,29975.0,0.21,60,debt_consolidation,17.12%,TX,MORTGAGE,8666.67,710-714,8.0,47503.0,0.0,6 years,710
27552,9600,9600.0,0.1839,36,debt_consolidation,14.69%,VA,MORTGAGE,5166.67,660-664,8.0,13041.0,1.0,10+ years,660
3606,7800,7242.07,0.1284,36,debt_consolidation,16.77%,NY,RENT,6000.0,695-699,8.0,13835.0,0.0,4 years,695
39094,12000,12000.0,0.1065,36,debt_consolidation,26.06%,GA,RENT,5833.33,720-724,15.0,24893.0,3.0,10+ years,720
83231,9600,9600.0,0.1531,36,debt_consolidation,12.82%,PA,MORTGAGE,6000.0,675-679,13.0,11407.0,2.0,10+ years,675
9533,6000,6000.0,0.10619999999999999,36,credit_card,23.38%,VA,MORTGAGE,5000.0,705-709,15.0,46125.0,1.0,2 years,705
19581,7500,7500.0,0.11109999999999999,60,debt_consolidation,23.63%,NY,RENT,1820.0,720-724,13.0,4409.0,2.0,2 years,720
50339,7000,6950.0,0.0603,36,debt_consolidation,8.29%,FL,OWN,2750.0,760-764,8.0,10860.0,0.0,4 years,760
35460,10000,10000.0,0.11710000000000001,36,debt_consolidation,5.85%,NY,RENT,4333.33,685-689,8.0,7072.0,0.0,10+ years,685
102138,3200,2799.99,0.1261,36,credit_card,16.72%,CA,MORTGAGE,6476.0,665-669,14.0,80837.0,4.0,10+ years,665
13279,13000,12850.0,0.1038,36,debt_consolidation,11.72%,VA,MORTGAGE,10533.33,725-729,13.0,37252.0,0.0,< 1 year,725
71487,35000,35000.0,0.247,60,debt_consolidation,8.26%,AL,MORTGAGE,10000.0,660-664,12.0,21391.0,2.0,10+ years,660
97364,20800,20775.0,0.0662,36,credit_card,15.64%,CA,MORTGAGE,10833.33,710-714,11.0,15192.0,0.0,10+ years,710
77135,1600,1600.0,0.1629,36,debt_consolidation,7.80%,OR,RENT,2666.67,660-664,7.0,5504.0,2.0,6 years,660
67373,10050,9900.0,0.0603,36,small_business,20.72%,TX,RENT,2500.0,750-754,11.0,13669.0,0.0,9 years,750
51379,8000,7997.85,0.17989999999999998,36,debt_consolidation,21.11%,CA,MORTGAGE,8583.33,670-674,15.0,14584.0,3.0,5 years,670
97075,16000,16000.0,0.12119999999999999,36,debt_consolidation,24.30%,CT,RENT,6250.0,715-719,8.0,10304.0,2.0,< 1 year,715
46056,11700,11675.0,0.079,36,home_improvement,5.63%,CA,MORTGAGE,3320.83,720-724,11.0,14301.0,0.0,10+ years,720
72277,13475,13475.0,0.12119999999999999,36,debt_consolidation,28.27%,FL,MORTGAGE,5666.67,705-709,12.0,7722.0,1.0,7 years,705
31190,14500,14500.0,0.0542,36,home_improvement,7.15%,OH,MORTGAGE,10000.0,800-804,9.0,40.0,0.0,10+ years,800
103224,5000,5000.0,0.1461,36,other,6.36%,CA,RENT,3083.33,665-669,8.0,4680.0,4.0,5 years,665
53652,13600,13575.0,0.0662,36,debt_consolidation,17.31%,CA,MORTGAGE,11250.0,750-754,11.0,77377.0,1.0,4 years,750
75321,2200,2200.0,0.08900000000000001,36,debt_consolidation,14.02%,CA,RENT,7083.33,715-719,10.0,14980.0,1.0,10+ years,715
49761,9000,9000.0,0.09759999999999999,36,credit_card,18.67%,NY,MORTGAGE,5833.33,705-709,12.0,12035.0,0.0,10+ years,705
87513,27925,27925.0,0.22469999999999998,60,debt_consolidation,3.94%,FL,MORTGAGE,7000.0,685-689,14.0,9914.0,2.0,n/a,685
80353,9450,9450.0,0.1433,36,debt_consolidation,24.51%,NY,RENT,2916.67,670-674,12.0,11555.0,0.0,4 years,670
25236,15175,15175.0,0.2025,60,debt_consolidation,18.78%,WA,RENT,4333.33,665-669,6.0,18049.0,0.0,8 years,665
30497,10000,10000.0,0.07490000000000001,36,debt_consolidation,7.77%,AZ,RENT,3166.67,735-739,4.0,0.0,0.0,1 year,735
96700,16000,16000.0,0.1629,36,debt_consolidation,20.62%,FL,RENT,5416.67,680-684,13.0,14246.0,1.0,< 1 year,680
85272,13200,13200.0,0.1531,36,debt_consolidation,8.61%,KY,MORTGAGE,3333.33,680-684,10.0,5400.0,3.0,10+ years,680
60220,20000,20000.0,0.1875,60,other,6.30%,PA,RENT,15416.67,695-699,13.0,15026.0,3.0,< 1 year,695
78437,8500,8500.0,0.1777,36,other,18%,MI,RENT,2583.33,665-669,9.0,13718.0,0.0,2 years,665
40066,3000,3000.0,0.1427,36,debt_consolidation,10.77%,NY,OWN,3833.0,670-674,11.0,5515.0,1.0,< 1 year,670
91905,10000,10000.0,0.1531,36,credit_card,18.99%,FL,MORTGAGE,5583.33,675-679,16.0,12723.0,1.0,2 years,675
99247,14075,14075.0,0.1629,36,debt_consolidation,11.02%,NY,MORTGAGE,10416.67,700-704,10.0,7653.0,3.0,10+ years,700
62996,19000,19000.0,0.1972,60,credit_card,19.85%,NY,RENT,4500.0,680-684,13.0,11388.0,1.0,3 years,680
2088,25000,11696.88,0.1284,36,small_business,5.52%,IL,MORTGAGE,8666.67,760-764,9.0,1900.0,4.0,10+ years,760
84001,9000,9000.0,0.1311,36,credit_card,23.88%,GA,MORTGAGE,4229.17,685-689,11.0,7496.0,0.0,1 year,685
80275,6775,6775.0,0.1311,36,debt_consolidation,10.20%,NC,RENT,6666.67,685-689,14.0,5457.0,2.0,< 1 year,685
24608,2200,2200.0,0.1523,36,debt_consolidation,16.20%,CA,RENT,2500.0,675-679,7.0,2476.0,2.0,2 years,675
2891,10800,10550.0,0.08,36,home_improvement,6.82%,CA,MORTGAGE,11250.0,790-794,7.0,10232.0,2.0,< 1 year,790
94245,16800,16800.0,0.1433,60,debt_consolidation,21.75%,WV,MORTGAGE,6666.67,675-679,14.0,23740.0,0.0,1 year,675
25703,3500,3500.0,0.1562,36,home_improvement,14.41%,GA,MORTGAGE,6833.33,660-664,7.0,11526.0,3.0,8 years,660
24038,9250,9250.0,0.18789999999999998,60,debt_consolidation,19.27%,AK,MORTGAGE,4448.0,660-664,9.0,22704.0,0.0,10+ years,660
31842,23400,23400.0,0.07490000000000001,36,debt_consolidation,15.66%,TX,RENT,5580.0,740-744,6.0,2086.0,0.0,1 year,740
81514,10375,10375.0,0.079,36,debt_consolidation,27.64%,MD,MORTGAGE,4500.0,745-749,7.0,0.0,0.0,5 years,745
66437,9325,9300.0,0.1409,36,debt_consolidation,21.35%,DC,RENT,3333.33,695-699,10.0,27007.0,1.0,< 1 year,695
49263,18000,18000.0,0.2148,60,debt_consolidation,15.82%,NY,RENT,6500.0,665-669,10.0,4256.0,0.0,10+ years,665
68113,5375,5375.0,0.08900000000000001,36,debt_consolidation,29.48%,NC,RENT,3416.67,720-724,6.0,3007.0,2.0,< 1 year,720
99898,3700,3700.0,0.158,36,credit_card,32.20%,NY,RENT,3000.0,690-694,9.0,14151.0,0.0,1 year,690
65485,19125,19125.0,0.18489999999999998,36,debt_consolidation,9.10%,MA,RENT,4166.67,675-679,8.0,19761.0,3.0,10+ years,675
67349,1625,1625.0,0.1531,36,major_purchase,4.32%,TX,OWN,1666.67,745-749,3.0,1759.0,4.0,3 years,745
39590,26000,25975.0,0.1677,60,home_improvement,11.77%,NC,MORTGAGE,4416.67,730-734,5.0,7560.0,1.0,10+ years,730
36450,6650,6650.0,0.1825,60,debt_consolidation,17.12%,OH,MORTGAGE,3084.0,680-684,16.0,5646.0,2.0,3 years,680
31456,1000,1000.0,0.1149,36,debt_consolidation,21.36%,CA,RENT,4666.67,670-674,16.0,26558.0,0.0,10+ years,670
2407,18000,17896.62,0.1442,36,wedding,7.89%,TX,MORTGAGE,5833.33,720-724,5.0,18505.0,1.0,3 years,720
3841,8000,7975.0,0.1284,36,wedding,16.73%,TX,MORTGAGE,3521.0,680-684,13.0,4075.0,0.0,3 years,680
103033,4575,4575.0,0.1565,36,credit_card,14.31%,MS,OTHER,5833.33,680-684,25.0,82586.0,2.0,2 years,680
52353,35000,34950.0,0.21969999999999998,60,debt_consolidation,19.32%,RI,MORTGAGE,14166.67,690-694,14.0,51314.0,3.0,3 years,690
51625,10000,10000.0,0.12119999999999999,36,debt_consolidation,12.46%,CA,MORTGAGE,4375.0,695-699,7.0,11070.0,0.0,5 years,695
91179,32350,32350.0,0.18489999999999998,36,debt_consolidation,20.14%,CT,OWN,6000.0,660-664,15.0,39513.0,1.0,3 years,660
16680,16000,16000.0,0.1298,36,debt_consolidation,15.86%,CA,MORTGAGE,3600.0,700-704,9.0,26357.0,2.0,3 years,700
73961,13750,13750.0,0.1409,36,credit_card,24.77%,CA,RENT,3000.0,690-694,12.0,16734.0,1.0,1 year,690
95827,5600,5600.0,0.1114,36,credit_card,27.96%,NC,MORTGAGE,11666.67,665-669,18.0,194205.0,0.0,10+ years,665
79106,21000,20950.0,0.2376,60,debt_consolidation,24.82%,KS,RENT,7458.33,660-664,14.0,11973.0,0.0,10+ years,660
53903,12000,12000.0,0.079,36,home_improvement,21.99%,MN,MORTGAGE,5416.67,730-734,8.0,28146.0,0.0,10+ years,730
31290,12000,12000.0,0.1349,36,debt_consolidation,16.29%,NV,MORTGAGE,6250.0,680-684,13.0,13528.0,1.0,7 years,680
26608,3600,3600.0,0.1399,36,other,10%,NY,RENT,5750.0,670-674,8.0,10766.0,2.0,4 years,670
16549,25000,15175.0,0.1632,60,debt_consolidation,22.19%,PA,MORTGAGE,7083.33,705-709,8.0,9133.0,0.0,4 years,705
16631,8400,8400.0,0.0925,60,car,22.47%,NM,MORTGAGE,4833.33,760-764,6.0,19187.0,0.0,3 years,760
92743,24375,24300.0,0.158,60,debt_consolidation,30.61%,PA,MORTGAGE,4708.33,700-704,18.0,49136.0,0.0,10+ years,700
83058,8575,8575.0,0.158,36,debt_consolidation,34.41%,KY,MORTGAGE,4541.67,675-679,15.0,5180.0,1.0,10+ years,675
87620,13800,13800.0,0.12119999999999999,36,debt_consolidation,17.11%,CA,RENT,4250.0,695-699,8.0,11366.0,0.0,< 1 year,695
31254,17000,17000.0,0.1149,36,debt_consolidation,13.69%,MI,RENT,5083.33,695-699,9.0,13883.0,0.0,4 years,695
58027,11000,11000.0,0.1367,36,debt_consolidation,13.44%,LA,MORTGAGE,4666.67,675-679,8.0,10482.0,0.0,6 years,675
12131,7800,7800.0,0.1435,36,other,21.89%,CA,RENT,2508.33,680-684,5.0,25780.0,0.0,< 1 year,680
30255,3725,3725.0,0.1059,36,credit_card,18.57%,NY,RENT,11666.67,695-699,21.0,43987.0,0.0,10+ years,695
57001,11000,11000.0,0.1727,36,other,11.44%,WI,MORTGAGE,5000.0,665-669,7.0,10070.0,3.0,10+ years,665
61049,8500,8500.0,0.1531,36,debt_consolidation,7.56%,CO,RENT,3333.33,670-674,5.0,8844.0,0.0,< 1 year,670
58569,10000,10000.0,0.09759999999999999,36,credit_card,6.83%,MA,RENT,4583.33,705-709,14.0,13511.0,0.0,7 years,705
37224,12000,12000.0,0.11710000000000001,60,debt_consolidation,23.30%,CT,MORTGAGE,4000.0,725-729,8.0,15010.0,0.0,10+ years,725
59159,31500,31425.0,0.12119999999999999,60,other,21.32%,IL,RENT,5250.0,755-759,10.0,11936.0,0.0,10+ years,755
84476,19000,19000.0,0.1531,60,debt_consolidation,27.65%,FL,RENT,3617.21,705-709,8.0,25692.0,0.0,3 years,705
94507,12000,12000.0,0.1016,36,debt_consolidation,14.22%,CO,MORTGAGE,8791.67,695-699,10.0,17185.0,2.0,8 years,695
69461,19125,19125.0,0.1016,36,debt_consolidation,25.58%,FL,RENT,4000.0,725-729,5.0,0.0,0.0,5 years,725
8194,6525,6500.0,0.1607,36,other,10.11%,MD,RENT,3166.67,700-704,3.0,2494.0,1.0,1 year,700
72283,8975,8975.0,0.079,36,debt_consolidation,21.51%,NJ,MORTGAGE,9166.67,725-729,18.0,61613.0,3.0,10+ years,725
32215,6000,5975.0,0.0603,36,other,11.41%,NY,MORTGAGE,6250.0,780-784,9.0,89985.0,2.0,n/a,780
47228,20800,20800.0,0.19219999999999998,60,credit_card,15.50%,TX,RENT,6916.67,680-684,20.0,28764.0,1.0,10+ years,680
41426,8400,8400.0,0.1427,36,debt_consolidation,11.95%,NC,MORTGAGE,4166.67,680-684,10.0,16634.0,1.0,10+ years,680
79725,20000,20000.0,0.18489999999999998,36,debt_consolidation,12.83%,FL,MORTGAGE,13583.33,675-679,17.0,30679.0,1.0,< 1 year,675
85720,18550,18550.0,0.12119999999999999,36,debt_consolidation,11.37%,FL,MORTGAGE,3941.0,710-714,14.0,9438.0,0.0,n/a,710
65819,9600,9600.0,0.12119999999999999,36,credit_card,25.35%,CT,RENT,4750.0,685-689,11.0,29475.0,0.0,5 years,685
60947,6000,6000.0,0.0603,36,major_purchase,12.68%,TX,MORTGAGE,6666.67,775-779,13.0,8581.0,0.0,10+ years,775
66542,14000,14000.0,0.1531,36,credit_card,11.35%,AZ,RENT,7333.33,680-684,7.0,6229.0,1.0,< 1 year,680
17609,17000,16573.33,0.1298,36,debt_consolidation,15.72%,AL,RENT,4333.33,705-709,5.0,19053.0,0.0,10+ years,705
41569,13250,13225.0,0.1065,36,credit_card,24.96%,NJ,RENT,3333.33,700-704,13.0,16192.0,0.0,1 year,700
53373,13000,13000.0,0.09759999999999999,36,credit_card,24.50%,TX,RENT,4166.67,705-709,10.0,15534.0,0.0,6 years,705
65052,20000,20000.0,0.12119999999999999,36,debt_consolidation,16.35%,FL,MORTGAGE,4166.67,700-704,7.0,15917.0,0.0,1 year,700
63133,7000,7000.0,0.1531,36,credit_card,15.64%,CO,RENT,2666.67,670-674,11.0,11529.0,0.0,5 years,670
85485,12000,12000.0,0.1727,36,debt_consolidation,15.07%,CO,MORTGAGE,4166.67,665-669,7.0,12318.0,1.0,< 1 year,665
49712,4200,4200.0,0.0762,36,debt_consolidation,6.75%,IL,OWN,10416.67,735-739,15.0,10819.0,1.0,2 years,735
1973,15000,7100.0,0.1189,36,debt_consolidation,12.42%,FL,MORTGAGE,5000.0,715-719,15.0,31563.0,3.0,< 1 year,715
17961,1775,1775.0,0.0654,36,debt_consolidation,19.77%,OH,RENT,3333.33,725-729,11.0,2038.0,0.0,< 1 year,725
64307,10000,10000.0,0.12119999999999999,36,home_improvement,18.81%,NY,MORTGAGE,3250.0,695-699,10.0,19354.0,0.0,10+ years,695
37291,14400,14375.0,0.12689999999999999,60,debt_consolidation,16.06%,GA,RENT,6250.0,730-734,6.0,28675.0,1.0,7 years,730
28276,16000,13150.0,0.0849,36,credit_card,10.30%,FL,RENT,5416.67,735-739,15.0,15119.0,0.0,6 years,735
9762,10000,9975.0,0.1348,36,debt_consolidation,14.57%,NV,MORTGAGE,6307.42,680-684,11.0,18823.0,0.0,10+ years,680
16996,3000,2950.0,0.0579,36,small_business,8.49%,CO,RENT,5416.67,745-749,13.0,10380.0,1.0,1 year,745
47673,20000,20000.0,0.079,36,debt_consolidation,20.95%,CA,RENT,4333.33,750-754,9.0,13169.0,1.0,10+ years,750
95606,6000,6000.0,0.158,36,debt_consolidation,21%,WI,RENT,2176.67,685-689,13.0,4356.0,1.0,2 years,685
40351,7050,7050.0,0.1349,36,debt_consolidation,14.05%,PA,MORTGAGE,5624.0,680-684,6.0,2530.0,3.0,4 years,680
70321,11325,11325.0,0.12119999999999999,36,other,8.61%,TX,RENT,2833.33,725-729,3.0,9137.0,0.0,10+ years,725
62797,2000,2000.0,0.1629,36,home_improvement,30.58%,OH,MORTGAGE,4166.67,670-674,9.0,3313.0,1.0,2 years,670
1760,11000,6557.05,0.1253,36,other,1.62%,CA,RENT,6667.0,690-694,7.0,4526.0,0.0,10+ years,690
95560,10000,10000.0,0.1433,36,debt_consolidation,23.56%,WA,RENT,2750.0,700-704,4.0,14317.0,0.0,2 years,700
101158,15000,15000.0,0.1629,36,credit_card,10.67%,CA,RENT,5000.0,665-669,14.0,13611.0,0.0,4 years,665
38040,23000,22975.0,0.1864,60,debt_consolidation,21.17%,GA,RENT,5166.67,690-694,13.0,23773.0,0.0,6 years,690
89677,10000,10000.0,0.1531,36,credit_card,26.03%,WA,MORTGAGE,5416.67,675-679,12.0,7161.0,3.0,n/a,675
15949,4000,4000.0,0.1223,60,other,2.63%,CO,MORTGAGE,9417.0,705-709,5.0,13865.0,0.0,5 years,705
23710,13000,12909.48,0.1074,36,debt_consolidation,19.25%,CA,RENT,3200.0,715-719,7.0,28032.0,1.0,< 1 year,715
10,5000,525.0,0.0933,36,home_improvement,11.93%,WI,MORTGAGE,15000.0,715-719,16.0,60568.0,1.0,2 years,715
38028,6400,6400.0,0.0751,36,major_purchase,9.58%,IL,RENT,6400.0,735-739,11.0,12306.0,1.0,< 1 year,735
49038,3825,3800.0,0.079,36,small_business,3.72%,NY,RENT,3333.33,745-749,3.0,5106.0,0.0,5 years,745
56804,8000,8000.0,0.17989999999999998,36,debt_consolidation,3.96%,FL,RENT,7750.0,660-664,9.0,8080.0,1.0,5 years,660
41014,8000,7975.0,0.1727,36,debt_consolidation,8.60%,FL,MORTGAGE,1833.33,665-669,7.0,2963.0,1.0,3 years,665
84840,6000,6000.0,0.1531,36,debt_consolidation,6.26%,NJ,RENT,11833.33,660-664,21.0,21567.0,0.0,5 years,660
35260,2500,2500.0,0.08900000000000001,36,other,22.49%,MO,RENT,2583.33,715-719,7.0,5883.0,3.0,2 years,715
85721,10000,10000.0,0.1311,36,debt_consolidation,18.72%,CO,RENT,4625.0,685-689,13.0,7411.0,0.0,2 years,685
46870,14600,14600.0,0.09759999999999999,36,credit_card,29.51%,FL,OWN,2500.0,730-734,14.0,23616.0,1.0,2 years,730
16032,24000,23800.0,0.2114,60,other,12.92%,MI,RENT,9166.67,660-664,7.0,4324.0,0.0,10+ years,660
100985,2200,2200.0,0.079,36,major_purchase,8.16%,WA,MORTGAGE,5500.0,770-774,8.0,2927.0,0.0,3 years,770
84917,10000,10000.0,0.1311,36,debt_consolidation,18.96%,CA,RENT,8744.26,680-684,16.0,27086.0,0.0,< 1 year,680
57190,5000,5000.0,0.09759999999999999,36,credit_card,28.28%,NC,MORTGAGE,4583.33,695-699,15.0,38092.0,0.0,10+ years,695
38205,12300,12300.0,0.0751,36,debt_consolidation,22.29%,FL,RENT,3750.0,735-739,6.0,27282.0,1.0,7 years,735
5794,2500,2500.0,0.1322,36,debt_consolidation,15.60%,CA,MORTGAGE,3166.67,690-694,10.0,3777.0,2.0,< 1 year,690
8628,15000,14825.0,0.1273,36,other,16.89%,PA,MORTGAGE,6691.67,700-704,14.0,14488.0,3.0,3 years,700
46021,1000,1000.0,0.1074,36,debt_consolidation,9%,UT,RENT,1100.0,715-719,5.0,1314.0,0.0,2 years,715
33641,18000,17975.0,0.11710000000000001,36,debt_consolidation,10.34%,AZ,RENT,3540.0,700-704,8.0,14960.0,0.0,< 1 year,700
93511,5000,5000.0,0.158,36,debt_consolidation,17.61%,CA,RENT,4583.33,700-704,4.0,4164.0,2.0,7 years,700
15634,6000,5956.31,0.0999,36,debt_consolidation,17.86%,CO,MORTGAGE,4980.0,685-689,10.0,15280.0,1.0,n/a,685
22510,2500,2500.0,0.10369999999999999,36,debt_consolidation,24.30%,NJ,RENT,2000.0,705-709,10.0,1523.0,0.0,2 years,705
80484,6000,6000.0,0.1016,36,home_improvement,6.56%,NC,MORTGAGE,2333.33,710-714,6.0,440.0,3.0,8 years,710
325,7000,5525.0,0.0775,36,debt_consolidation,10.37%,NV,RENT,4158.0,765-769,13.0,6634.0,0.0,8 years,765
23743,4200,4200.0,0.1306,36,major_purchase,13.82%,NJ,MORTGAGE,6500.0,680-684,14.0,23653.0,1.0,10+ years,680
59901,12500,12500.0,0.1409,36,debt_consolidation,21.50%,TX,OWN,2083.33,685-689,9.0,11967.0,0.0,6 years,685
10326,15400,9458.33,0.1632,60,house,15.17%,VA,RENT,6500.0,695-699,11.0,9989.0,1.0,4 years,695
92989,30000,30000.0,0.1777,36,other,9.41%,MN,RENT,10192.0,710-714,12.0,24188.0,0.0,< 1 year,710
98277,20700,20700.0,0.1629,60,debt_consolidation,32.95%,CA,RENT,6250.0,720-724,20.0,22277.0,1.0,7 years,720
54017,7000,7000.0,0.1311,36,medical,22.36%,IL,MORTGAGE,5833.33,685-689,7.0,28985.0,1.0,5 years,685
45793,8000,8000.0,0.079,36,medical,8.91%,NY,RENT,3166.67,755-759,4.0,680.0,0.0,6 years,755
53635,18000,18000.0,0.20989999999999998,60,credit_card,11.63%,CA,RENT,9051.83,670-674,5.0,32394.0,2.0,4 years,670
34440,12000,12000.0,0.0662,36,debt_consolidation,4.73%,WA,MORTGAGE,7083.33,745-749,9.0,6578.0,1.0,10+ years,745
43487,5500,5500.0,0.12689999999999999,36,credit_card,19.33%,VA,RENT,1800.0,670-674,6.0,12567.0,0.0,4 years,670
25993,18000,17975.0,0.1099,60,debt_consolidation,15.35%,CA,RENT,5666.67,750-754,12.0,1372.0,0.0,2 years,750
37383,5400,5400.0,0.1629,36,medical,20.03%,GA,RENT,2666.67,660-664,9.0,11114.0,1.0,1 year,660
74054,18000,18000.0,0.12119999999999999,60,debt_consolidation,19.16%,VA,MORTGAGE,7583.33,730-734,14.0,26622.0,0.0,3 years,730
49539,3000,3000.0,0.1074,36,other,15.55%,DE,RENT,2000.0,705-709,5.0,1750.0,1.0,2 years,705
61152,21000,21000.0,0.0762,36,debt_consolidation,6.84%,IL,MORTGAGE,5333.33,775-779,7.0,19178.0,0.0,7 years,775
61151,8000,8000.0,0.1777,36,credit_card,34.56%,IL,RENT,3291.67,725-729,26.0,18518.0,0.0,2 years,725
103989,1750,1750.0,0.0788,36,debt_consolidation,23.35%,VA,MORTGAGE,2000.0,735-739,13.0,13826.0,5.0,10+ years,735
988,7500,214.02,0.08,36,other,7.17%,KS,MORTGAGE,3750.0,795-799,14.0,9409.0,1.0,7 years,795
47060,9500,9500.0,0.1465,36,debt_consolidation,8.82%,CA,RENT,5416.67,685-689,4.0,7831.0,0.0,1 year,685
71136,14500,14500.0,0.1409,36,debt_consolidation,27.78%,MI,MORTGAGE,6250.0,705-709,9.0,46129.0,0.0,10+ years,705
58346,4800,4800.0,0.1999,36,debt_consolidation,20.44%,NM,MORTGAGE,2500.0,660-664,4.0,21514.0,1.0,n/a,660
30210,3800,3800.0,0.0699,36,credit_card,3.18%,NY,RENT,3583.33,740-744,9.0,3766.0,0.0,4 years,740
101065,20675,20675.0,0.1727,60,debt_consolidation,13.30%,MD,RENT,3916.67,710-714,5.0,2449.0,0.0,1 year,710
101515,3500,225.0,0.10279999999999999,36,other,10%,NY,RENT,15000.0,685-689,,,,< 1 year,685
101340,27050,27050.0,0.1905,60,debt_consolidation,12.89%,MI,MORTGAGE,5083.33,690-694,8.0,15793.0,0.0,6 years,690
7167,8000,7850.0,0.1533,36,debt_consolidation,16.04%,FL,MORTGAGE,6416.67,675-679,8.0,25573.0,3.0,6 years,675
39602,5300,5300.0,0.1527,36,credit_card,24.88%,CT,RENT,2500.0,660-664,11.0,7855.0,2.0,1 year,660
85090,5000,5000.0,0.079,36,debt_consolidation,12.85%,PA,OWN,6666.67,730-734,18.0,9597.0,2.0,3 years,730
